gender;age;goal_type;activity_level;experience;days_per_week;equipment_level;split_type
1;60;2;4;2;4;1;2
0;50;1;1;1;3;1;1
1;24;2;4;2;5;1;2
1;60;1;1;1;3;1;1
0;26;1;2;0;5;1;1
1;21;0;3;0;6;1;1
0;21;0;3;0;3;1;0
0;39;1;4;0;6;1;2
0;40;2;1;1;6;1;2
0;34;1;5;2;7;1;2
1;39;1;4;1;7;1;2
1;41;2;5;0;7;1;2
1;55;1;1;1;7;1;2
1;32;0;5;1;7;0;2
1;42;2;5;0;2;1;0
1;47;1;1;0;6;1;2
1;45;2;3;0;3;1;0
0;32;1;5;1;5;1;2
1;48;1;1;0;2;1;0
1;45;0;2;2;3;1;0
0;41;2;4;2;5;1;2
0;34;1;5;1;4;1;1
1;56;2;4;1;7;1;2
0;25;0;4;0;5;1;1
0;27;0;4;1;4;1;2
0;17;1;3;1;3;1;1
1;37;2;2;1;3;1;1
0;25;2;2;0;3;1;0
0;29;1;1;1;5;1;2
1;21;0;3;1;3;0;2
0;35;2;2;2;3;1;1
1;32;2;1;2;3;0;1
1;21;2;2;2;3;1;1
1;18;2;1;0;3;1;0
0;29;1;3;2;6;1;2
1;25;2;4;0;4;1;1
0;32;2;5;1;7;1;2
1;39;1;4;2;7;0;0
1;40;0;1;1;3;1;1
0;52;2;2;1;2;0;0
0;37;1;3;0;4;0;1
0;48;0;3;1;5;1;2
1;53;2;4;0;4;0;1
1;16;1;1;1;3;1;1
0;43;2;3;1;2;0;0
0;39;1;1;0;7;1;2
1;59;2;5;1;7;0;2
0;24;2;1;0;7;1;2
1;51;2;5;0;2;0;0
1;48;0;1;1;5;1;2
1;56;0;5;1;7;0;2
0;26;2;1;1;2;0;0
0;51;1;4;1;4;1;1
1;36;1;3;0;7;0;2
1;39;0;4;1;5;1;2
1;47;2;5;0;2;1;0
0;44;1;3;0;3;1;0
1;24;2;2;0;2;0;0
1;19;1;3;1;7;0;2
0;22;2;3;2;4;1;2
0;45;1;2;2;3;1;0
1;45;0;3;0;7;0;2
1;41;2;3;2;2;1;1
0;37;2;2;0;6;0;2
0;56;1;3;0;6;1;2
0;42;0;2;2;7;0;2
1;22;2;2;0;2;1;0
0;44;2;3;2;7;1;2
1;34;1;4;1;6;1;2
1;27;2;1;1;6;1;2
0;23;1;2;0;5;1;1
1;55;2;1;0;6;1;2
0;49;2;5;1;4;1;1
0;48;1;1;2;5;1;2
1;58;1;5;1;2;0;0
1;50;2;1;1;2;1;0
0;55;1;4;1;7;1;2
0;41;0;5;0;7;1;2
0;37;0;3;1;3;1;1
0;42;1;4;1;3;1;1
1;25;2;4;0;2;1;0
1;45;2;1;0;7;1;2
0;47;2;3;1;6;1;2
1;56;0;2;1;2;1;0
0;49;0;2;0;7;0;2
0;60;2;2;1;5;1;2
0;23;1;1;0;5;0;1
1;48;1;4;1;2;0;0
1;31;2;5;0;2;1;0
1;23;1;5;0;6;1;2
1;39;1;3;1;6;0;2
0;21;1;2;0;3;1;0
1;43;2;5;1;3;0;1
0;50;0;4;1;2;0;0
1;46;0;4;1;3;1;1
0;20;1;1;1;7;1;2
0;18;0;2;1;3;1;1
0;40;2;4;0;5;1;1
0;58;1;4;0;4;1;1
1;38;1;3;2;6;0;2
1;46;2;3;2;2;1;1
0;34;2;1;0;6;1;1
1;53;0;1;2;2;0;2
1;52;1;1;0;2;1;0
0;58;2;4;1;3;1;1
0;47;2;1;2;4;0;2
0;47;2;3;1;6;1;2
0;35;1;3;1;4;1;1
1;18;2;5;2;6;1;0
0;46;2;3;1;7;1;1
0;31;0;4;2;7;0;2
1;41;2;2;0;5;1;1
1;51;0;2;2;3;0;1
0;25;2;4;1;3;1;1
0;39;1;3;2;4;1;2
1;22;2;2;0;7;1;0
1;54;2;4;2;5;0;2
1;59;2;5;2;3;0;1
0;56;0;4;0;6;1;1
1;43;1;4;2;6;1;0
1;59;0;3;1;5;1;2
1;35;0;3;1;2;1;0
1;31;2;1;0;2;1;0
0;31;2;2;2;6;0;2
1;59;0;2;1;3;1;1
1;24;1;5;0;3;1;0
1;17;0;2;2;6;0;2
0;26;1;5;0;7;1;2
0;29;2;5;2;7;1;2
1;52;2;3;1;5;1;0
0;35;1;3;0;6;1;1
0;36;0;4;2;7;1;2
0;20;1;4;2;3;1;1
0;16;2;1;0;2;1;0
0;47;1;4;1;2;1;0
0;25;2;2;1;6;0;2
1;49;1;5;1;2;1;0
0;29;2;5;1;2;0;0
1;26;1;4;0;2;0;0
1;20;0;2;1;7;1;2
1;46;2;5;1;7;1;2
1;17;2;4;2;5;0;2
0;58;1;4;2;4;1;2
1;60;0;5;1;7;0;2
0;18;1;1;0;6;0;2
0;36;2;3;0;7;1;2
0;22;0;5;1;3;1;1
1;40;2;2;1;5;1;2
0;32;2;5;1;5;1;2
0;43;0;4;0;6;1;2
1;22;1;5;0;2;1;2
1;54;0;1;1;2;1;0
1;53;1;2;0;3;0;0
0;42;0;5;2;6;1;0
0;21;1;5;0;6;1;2
0;34;2;3;1;7;1;2
1;32;2;4;0;2;0;0
1;57;0;4;0;4;1;1
1;53;1;3;2;5;1;2
1;36;2;3;1;7;1;0
1;18;1;3;0;3;0;0
0;35;2;1;1;7;1;2
0;51;1;2;2;2;1;1
1;36;0;3;2;2;1;1
1;29;0;3;1;6;1;2
0;55;2;2;0;3;1;0
1;37;1;4;1;2;0;0
0;48;2;5;0;3;1;0
1;35;1;3;1;5;1;0
1;47;2;2;0;2;0;0
0;57;2;5;2;7;1;2
1;43;1;3;0;2;1;0
0;46;2;3;0;5;1;1
1;50;2;5;1;6;1;2
0;48;1;3;0;2;0;0
1;56;2;3;0;2;1;0
0;17;0;3;0;7;0;2
1;31;1;5;2;2;0;1
0;55;1;4;0;2;0;0
0;44;0;1;1;5;1;2
0;24;1;1;1;4;1;1
0;23;1;1;1;7;1;2
1;42;1;4;0;3;1;0
0;45;0;5;0;2;1;0
0;33;0;2;0;6;1;2
0;17;2;4;0;4;1;1
0;23;0;3;0;6;1;2
0;16;1;4;1;6;1;2
0;22;2;3;0;2;1;0
0;27;2;4;1;4;1;1
0;50;2;5;0;7;0;2
1;29;2;1;1;5;1;2
1;28;0;4;0;3;1;1
1;42;2;3;2;2;0;1
0;51;1;5;1;6;0;2
1;26;0;4;1;3;1;1
1;47;2;1;2;2;1;1
1;20;2;4;2;6;1;1
1;50;0;3;0;7;1;2
0;33;0;4;0;2;0;0
1;41;2;2;0;2;1;0
0;41;1;4;2;6;1;2
1;36;0;1;2;3;1;1
0;54;1;2;1;2;1;0
1;45;2;4;0;7;0;2
1;31;1;2;0;3;0;0
1;20;2;1;0;5;1;0
1;32;2;2;0;4;1;1
1;51;2;5;2;3;1;1
0;51;0;5;1;2;1;0
0;57;2;5;0;5;1;0
1;25;0;5;0;3;1;0
1;30;2;1;1;7;1;2
1;19;1;5;1;3;1;1
1;30;2;3;1;6;1;2
1;53;1;5;0;3;1;0
1;52;0;1;1;5;0;2
1;25;2;3;0;6;1;2
1;38;1;1;2;2;0;1
1;23;0;1;1;3;0;0
0;58;2;5;1;4;0;1
0;26;1;4;0;2;1;0
0;35;0;2;0;7;1;2
0;50;0;4;0;5;0;1
0;25;1;5;0;3;1;0
1;37;1;2;0;3;1;0
0;32;0;4;0;3;0;0
0;42;1;2;2;6;1;2
0;28;1;5;2;5;1;2
0;49;0;5;1;3;1;2
0;57;0;2;1;7;0;2
0;20;1;5;1;3;1;1
0;58;1;5;1;6;1;2
1;31;2;4;0;2;1;2
1;16;0;1;1;5;1;2
1;45;1;2;1;5;1;2
1;25;1;1;0;7;1;2
1;23;1;1;0;4;0;0
0;38;1;4;1;4;1;1
0;33;2;3;1;7;0;2
1;23;2;3;0;5;0;1
0;55;1;1;1;5;1;2
0;38;1;4;1;5;1;2
0;51;0;2;0;4;1;1
0;43;0;5;1;5;1;2
1;22;1;4;0;4;1;1
1;31;1;2;2;6;1;2
1;47;2;3;1;5;1;2
1;25;2;5;0;5;1;2
1;56;2;2;0;7;1;2
1;41;2;4;0;6;0;2
1;57;2;4;1;5;0;2
1;34;2;3;0;5;0;1
0;34;1;3;2;3;1;1
0;30;0;1;0;4;1;1
1;28;0;5;0;4;1;1
0;25;2;1;1;6;0;2
0;16;1;5;2;4;1;2
0;35;2;2;1;5;1;2
0;32;2;4;2;2;1;1
0;37;2;2;2;6;1;2
0;25;0;5;2;5;0;2
0;38;1;1;0;3;1;0
0;54;2;2;1;2;1;0
1;19;1;3;1;3;0;1
0;19;2;1;0;4;1;1
0;52;2;3;1;4;1;1
0;39;0;1;0;2;1;0
0;57;1;5;1;2;1;0
1;55;2;4;1;7;1;2
0;47;2;5;1;3;1;1
0;36;2;2;0;6;0;2
1;43;1;4;0;2;1;0
1;48;1;3;0;2;1;0
0;56;1;2;2;2;0;1
0;18;0;2;0;4;0;1
0;27;0;2;0;6;1;2
0;35;0;2;1;5;1;2
0;55;1;1;0;5;1;1
1;17;2;1;0;4;1;1
0;19;2;4;0;2;0;0
1;44;0;3;1;4;1;1
0;39;0;2;2;7;1;2
1;35;1;2;1;3;0;1
1;28;0;4;2;4;1;2
1;17;1;1;0;2;1;1
0;21;1;5;1;5;0;2
1;16;2;2;2;7;1;2
1;22;2;5;0;3;1;0
0;17;2;1;0;3;1;1
1;45;1;5;2;3;1;0
1;47;1;3;1;6;0;2
0;44;2;1;0;2;1;0
1;23;1;4;0;2;0;0
1;18;2;1;2;3;1;1
1;22;1;3;0;3;1;0
1;39;2;3;0;2;0;0
1;41;2;4;1;5;1;2
1;51;2;5;1;7;1;2
0;52;0;3;0;5;1;1
1;19;1;1;2;7;1;2
1;31;2;4;0;6;0;2
0;47;1;2;2;2;1;1
0;21;2;4;0;6;1;1
0;31;1;4;1;4;1;2
1;42;1;1;0;2;1;0
1;60;1;5;0;4;1;1
0;36;2;2;2;7;1;2
0;55;0;2;1;7;1;2
1;21;0;4;0;2;1;2
0;56;1;4;1;4;1;1
0;49;2;5;1;5;1;1
1;44;2;3;0;7;1;2
1;23;0;1;1;2;0;0
0;51;1;5;2;3;1;1
1;60;2;5;1;6;1;2
1;38;2;2;2;2;1;1
1;29;0;5;0;4;1;1
0;42;2;1;0;4;1;2
0;39;2;5;2;4;1;2
1;34;0;4;0;3;1;0
1;56;2;1;1;5;1;2
0;52;1;5;1;5;0;0
0;28;0;3;0;5;1;1
0;34;1;4;2;2;1;1
0;40;1;2;1;3;0;1
1;43;2;2;2;6;1;2
0;55;1;1;0;4;1;1
1;23;2;3;0;2;1;0
1;57;0;5;0;4;1;1
1;58;0;2;0;2;1;0
1;47;1;3;1;2;1;0
1;26;0;5;0;6;1;2
1;51;1;1;2;6;0;2
0;43;0;1;1;6;1;2
0;31;0;5;0;2;1;0
1;41;2;3;0;3;1;0
1;25;1;4;1;4;1;2
0;34;2;4;0;2;0;0
0;48;0;5;1;2;1;0
0;53;1;3;1;6;0;2
0;54;0;3;2;4;0;2
1;34;1;2;0;5;1;1
0;37;0;3;0;4;1;0
1;21;2;2;2;2;1;1
1;22;2;3;1;7;1;2
1;19;2;2;2;5;1;2
0;59;0;5;2;7;1;2
0;16;1;4;1;6;0;2
1;23;2;4;1;3;1;1
1;48;2;5;0;5;1;1
1;48;0;3;1;5;1;2
1;29;1;3;2;3;1;1
0;60;1;4;0;5;1;1
1;37;1;3;0;4;0;1
1;29;1;1;0;2;1;0
1;49;2;4;1;5;1;2
1;35;2;5;0;6;1;2
0;50;2;5;0;2;1;0
0;36;2;1;0;3;1;0
1;46;0;2;2;2;1;1
1;54;2;4;1;2;1;1
0;52;1;2;1;4;1;1
0;16;1;3;1;7;1;2
1;42;1;3;2;7;0;2
1;51;1;2;1;5;1;2
0;17;0;3;0;6;0;2
0;60;0;4;1;5;1;2
1;54;0;5;2;6;1;2
1;60;2;1;0;6;0;2
1;46;1;3;2;6;1;2
1;42;1;4;1;7;1;2
0;34;2;4;1;3;0;1
0;53;1;5;1;7;1;2
0;20;0;3;0;2;1;0
1;33;2;4;0;3;1;0
1;39;2;5;1;5;1;2
1;22;1;4;0;5;1;2
1;27;1;1;0;4;1;1
1;24;1;4;0;6;1;2
0;17;0;3;1;4;0;1
1;34;2;5;0;2;0;0
1;60;1;2;0;6;0;2
1;24;2;3;0;2;1;0
0;31;2;5;0;3;1;0
1;59;0;1;2;3;0;1
1;31;0;3;1;2;1;0
0;26;1;2;1;5;1;2
0;48;0;3;2;6;0;2
1;24;1;4;0;5;1;1
1;32;2;2;0;6;1;2
1;46;2;1;2;4;0;2
0;41;1;2;0;5;0;1
1;40;0;4;0;2;1;0
0;30;2;1;0;3;1;0
1;31;2;5;2;3;1;1
1;49;1;4;2;2;1;1
0;27;0;1;0;6;1;2
1;44;0;3;2;4;0;2
0;24;1;3;1;6;0;2
1;29;0;2;1;6;1;2
1;58;2;3;0;3;1;0
1;19;1;5;0;6;1;2
1;50;1;3;2;6;0;0
1;27;1;2;1;3;1;1
1;30;1;5;0;5;1;1
1;35;0;3;1;2;1;0
0;25;2;3;0;5;1;1
0;20;1;4;1;6;1;1
1;16;0;3;0;7;0;2
0;45;2;3;1;3;1;1
0;31;2;1;1;4;1;1
0;45;0;3;0;4;1;1
1;32;1;2;1;3;1;0
0;31;1;3;1;3;0;0
1;21;2;3;1;6;0;2
1;21;1;1;0;2;1;0
1;42;0;2;0;4;1;1
0;44;1;5;1;7;1;2
1;17;2;4;1;3;1;1
0;27;2;5;0;6;0;2
0;44;2;1;0;6;0;2
0;54;0;4;1;7;0;2
0;53;2;4;0;2;0;1
1;34;0;5;0;6;1;2
0;25;2;3;1;2;0;0
1;17;1;2;0;7;0;2
0;21;2;4;2;7;1;2
0;41;1;2;0;7;1;2
1;26;1;2;2;2;0;1
0;18;1;3;2;3;1;1
0;21;1;4;0;2;0;0
1;48;2;4;0;2;1;0
0;59;0;1;0;7;1;0
0;16;0;5;1;3;0;1
0;42;1;1;1;7;1;2
0;49;2;4;1;2;1;0
1;45;0;4;0;3;0;0
1;46;2;4;0;3;1;0
1;48;2;1;0;2;0;0
0;50;0;2;2;6;0;2
0;45;2;5;0;3;1;0
0;31;2;4;0;4;0;1
1;53;1;4;1;2;1;0
1;28;0;3;0;7;0;2
0;41;0;1;1;2;1;0
1;20;0;5;2;5;1;2
0;51;2;5;1;7;1;2
0;21;0;5;0;6;1;2
1;55;2;4;1;7;0;2
1;43;2;4;1;7;0;2
1;30;0;1;1;4;1;1
0;34;0;4;2;6;1;2
0;37;0;5;2;2;1;1
1;16;2;2;0;5;1;1
0;40;2;2;2;4;1;2
1;20;0;3;0;6;0;2
1;33;1;1;0;2;0;0
0;26;1;4;2;4;1;2
0;40;1;5;0;5;1;1
1;43;2;4;1;6;1;2
1;32;0;4;0;3;1;0
1;28;1;4;0;7;0;2
0;34;1;1;0;3;0;0
0;18;0;1;0;5;0;1
0;60;1;3;1;7;1;2
1;21;0;3;0;3;1;0
0;41;1;4;2;6;0;0
1;31;0;3;1;5;0;2
1;24;1;4;1;2;1;0
1;30;0;3;2;2;1;1
1;46;0;4;2;6;1;0
1;50;1;2;0;3;1;1
1;37;1;3;0;2;0;2
1;16;2;4;2;2;1;1
0;44;2;4;2;5;1;2
0;44;2;5;0;7;1;2
1;23;1;2;0;7;0;2
1;20;0;5;2;3;1;1
0;21;2;5;0;4;0;1
1;27;0;4;0;6;1;2
0;29;1;1;2;4;0;2
0;55;2;5;0;5;1;1
0;45;1;4;2;7;1;2
0;19;0;1;0;4;0;1
0;32;1;2;2;5;1;2
0;37;2;4;0;4;1;1
1;38;1;5;1;5;1;1
0;37;0;3;0;7;0;2
1;44;0;4;2;4;1;2
0;35;2;2;2;7;1;2
0;24;1;5;0;3;1;0
0;60;2;3;1;7;0;2
0;30;2;4;0;3;0;0
0;55;2;2;1;2;1;0
1;19;0;5;1;7;1;2
1;51;1;5;1;5;0;2
0;50;1;2;0;7;1;2
1;19;0;2;0;5;1;1
1;35;2;2;0;7;1;2
1;31;1;4;2;6;0;2
1;17;2;1;1;6;1;2
0;57;1;1;2;6;0;2
0;19;1;2;1;5;1;2
0;32;2;1;1;3;0;1
1;59;0;2;2;5;1;2
1;53;2;5;2;7;1;2
0;49;1;4;1;3;1;1
0;44;2;3;0;2;1;0
0;34;0;1;2;2;0;1
0;51;1;3;0;7;1;2
1;58;1;5;0;4;1;1
1;25;0;1;1;7;1;1
1;36;1;1;0;3;1;2
0;45;2;5;1;2;1;0
0;28;2;5;1;2;1;0
0;57;0;3;0;3;1;0
1;31;1;2;0;5;1;1
0;44;2;4;0;2;1;0
0;46;1;3;0;6;0;2
1;27;0;2;0;4;1;0
1;59;1;5;1;5;1;2
0;51;1;4;0;7;0;2
1;38;2;4;1;3;1;1
0;30;2;1;1;4;0;1
0;24;2;4;0;4;0;1
0;41;0;2;1;6;1;2
0;22;0;4;0;6;1;2
0;47;2;4;0;7;0;2
1;21;1;3;0;7;0;2
0;57;1;4;1;3;1;1
0;53;2;3;1;5;1;2
1;24;0;2;1;3;0;1
0;31;2;3;1;3;1;1
0;21;1;5;0;5;1;1
0;37;1;2;0;3;1;0
0;41;2;4;1;5;1;2
0;32;0;3;1;2;1;0
1;19;2;5;2;7;0;2
0;17;0;3;2;5;1;1
0;24;0;1;0;5;1;1
1;39;2;2;1;5;0;2
0;52;0;4;0;2;1;0
1;28;0;1;1;7;1;2
1;46;1;3;0;6;1;2
1;17;1;1;0;2;1;0
0;29;2;3;0;4;1;1
0;40;2;3;2;6;1;2
0;17;0;3;1;6;1;2
1;18;1;1;0;6;0;2
0;34;2;4;0;6;0;2
0;58;2;1;1;6;1;2
0;27;0;1;0;6;1;2
0;46;0;3;0;6;1;2
1;30;2;5;0;6;1;2
1;52;0;5;1;3;1;1
1;42;1;2;1;4;1;1
0;38;0;4;0;7;0;2
1;50;2;5;1;5;1;2
1;60;2;4;0;4;0;0
0;17;2;4;0;3;1;0
1;25;0;5;0;3;0;0
1;23;0;3;0;5;0;1
1;58;1;1;1;6;0;2
0;31;0;4;2;6;1;2
0;19;1;1;0;4;1;1
0;21;1;1;1;4;1;1
0;60;0;1;0;2;1;0
0;37;1;4;1;5;1;2
1;49;2;1;2;4;1;2
0;48;2;3;0;2;1;0
1;29;0;5;0;2;1;0
1;20;2;5;2;2;1;0
0;45;1;4;0;6;1;2
1;43;1;4;2;6;1;2
1;33;1;5;0;2;0;0
1;20;2;3;0;3;1;0
0;22;1;2;1;5;0;2
0;28;1;4;0;3;1;0
1;50;2;5;1;7;1;2
0;26;0;1;1;6;0;2
1;46;0;3;1;3;1;1
1;37;2;2;2;5;0;2
0;46;2;4;0;7;1;2
1;20;2;3;2;2;1;1
0;34;2;3;0;7;1;2
0;60;0;2;1;3;1;2
1;36;1;2;1;5;0;2
1;36;1;3;0;2;1;0
1;57;0;3;2;7;0;2
0;26;1;3;1;4;1;1
0;59;2;5;2;2;1;1
1;16;1;2;0;4;1;1
0;34;0;5;0;3;1;0
1;30;2;4;0;3;1;0
1;30;2;5;1;6;1;2
0;21;1;2;0;6;0;2
0;60;1;1;0;6;0;2
0;41;0;1;2;7;0;2
1;58;1;2;2;3;1;1
1;46;1;2;1;2;1;0
1;16;0;2;2;5;0;2
0;35;0;4;0;7;1;1
0;59;1;4;0;5;1;1
1;30;1;1;1;7;1;2
0;39;1;4;1;4;1;1
0;48;2;4;0;7;1;2
0;30;2;5;0;3;1;0
1;40;1;5;0;2;0;0
0;36;0;5;1;3;1;1
1;29;2;3;0;3;1;0
0;27;1;2;2;6;1;2
1;21;2;3;0;6;0;2
0;49;1;1;1;6;1;2
1;60;1;3;1;7;1;2
1;20;1;3;2;3;1;1
0;43;0;3;2;4;1;2
0;35;2;3;2;7;1;2
1;30;2;5;1;3;1;1
0;42;0;4;0;7;1;2
1;26;2;3;2;6;1;1
1;40;1;5;0;7;0;2
1;53;1;3;1;3;1;1
1;46;1;4;2;6;0;2
0;32;1;4;0;4;1;0
0;55;2;1;1;4;1;1
1;21;0;1;2;5;1;2
0;25;0;1;0;6;1;2
0;59;1;5;0;2;1;0
0;20;2;4;0;4;0;1
0;28;0;2;0;3;0;0
1;35;0;1;2;6;0;2
1;59;1;3;1;5;1;2
1;34;2;4;2;2;1;1
0;32;0;4;1;4;1;1
0;39;2;4;0;7;1;2
1;35;2;4;0;3;0;0
0;20;1;2;0;5;0;1
1;32;1;4;0;5;1;1
1;54;2;3;0;2;1;0
1;54;0;4;1;3;0;1
1;28;0;3;0;5;0;1
1;35;1;1;2;4;1;2
0;33;2;1;2;4;1;2
1;53;2;2;1;5;0;2
1;55;0;4;0;4;1;1
0;28;0;1;0;3;1;0
0;53;2;5;1;5;1;2
1;58;2;2;0;7;1;2
0;50;2;1;1;5;1;2
1;34;1;5;0;7;1;2
0;58;1;3;0;5;1;1
0;46;0;3;0;3;1;2
1;33;2;1;0;5;1;1
1;17;1;5;1;4;1;1
0;29;2;1;0;2;0;0
1;44;0;4;1;5;1;2
0;59;0;3;2;3;0;1
1;24;1;2;0;3;1;0
0;22;1;3;0;3;1;0
1;48;1;1;0;6;1;2
0;31;2;4;0;7;1;1
0;26;0;1;1;5;0;2
1;57;2;2;0;7;1;2
1;23;0;1;1;5;0;2
0;28;2;2;0;5;1;1
1;49;1;5;0;5;1;1
0;28;2;4;0;7;1;2
0;19;0;1;1;3;1;1
0;38;2;5;0;3;1;0
0;21;1;4;0;2;1;0
1;55;2;3;0;3;1;0
0;40;2;5;1;6;1;2
1;21;0;3;1;7;0;2
1;23;0;4;2;5;1;2
0;40;0;4;0;2;1;0
1;60;0;1;1;3;0;1
0;31;1;2;1;3;1;1
1;21;0;2;0;5;1;1
1;33;0;3;0;2;1;0
1;60;0;3;0;7;1;2
1;40;1;4;0;3;1;1
0;58;0;3;0;3;1;0
0;54;1;3;1;2;0;0
0;46;2;4;2;5;0;2
0;58;1;4;0;6;0;2
0;33;0;2;1;5;1;2
1;39;1;5;2;5;0;2
1;36;0;2;0;6;1;2
0;43;1;5;1;5;1;2
0;58;1;5;0;7;0;2
0;41;1;3;2;2;1;1
0;51;0;1;0;2;1;0
1;46;0;3;2;4;1;2
0;56;2;4;2;4;1;2
0;30;2;1;2;3;1;1
0;29;1;1;0;4;1;1
0;25;2;5;1;4;0;1
1;22;1;4;1;5;1;2
0;60;1;5;1;2;0;0
1;44;2;4;0;5;0;1
0;23;2;4;1;2;1;0
0;52;2;2;2;3;1;1
1;60;0;3;0;5;1;1
0;48;1;1;0;5;0;1
1;58;2;4;2;7;1;2
0;57;2;3;0;5;1;1
0;29;2;4;0;4;1;1
0;43;0;3;0;2;1;0
0;34;1;4;0;4;0;1
1;28;2;2;1;7;1;1
1;19;2;3;0;3;1;0
1;60;1;5;0;4;0;1
0;21;1;4;2;3;0;1
1;18;2;3;2;3;1;1
0;16;1;5;0;4;0;1
0;58;2;3;0;4;0;1
1;60;2;3;1;7;1;0
0;34;1;5;2;3;0;1
1;26;2;3;0;6;1;2
0;19;1;5;0;4;0;1
0;51;1;2;1;6;1;2
1;38;2;1;2;4;1;0
1;28;0;4;1;3;0;1
1;27;0;2;1;6;0;2
0;20;0;2;0;4;1;1
1;51;1;5;1;5;1;2
1;47;2;2;1;5;1;2
1;24;2;5;2;7;1;2
1;51;1;2;2;2;0;1
1;58;0;5;1;7;1;2
0;37;2;3;1;5;1;2
0;23;1;2;0;2;1;0
0;60;2;2;0;5;0;1
1;59;0;3;0;7;1;2
0;38;2;4;1;4;1;1
1;42;1;4;0;7;1;2
0;40;1;2;1;3;1;1
1;55;0;3;2;7;0;2
0;41;0;2;0;2;1;0
1;17;1;2;0;7;0;2
1;26;1;1;0;2;0;0
0;21;1;5;0;7;1;2
0;29;1;2;2;7;0;2
1;53;1;2;0;6;0;0
0;26;0;1;0;6;1;2
1;41;1;5;0;4;0;1
0;36;1;2;1;2;1;0
1;49;2;4;1;2;0;0
0;49;2;4;1;5;1;2
1;58;2;5;1;4;1;1
0;53;2;1;1;5;1;2
0;29;2;5;1;6;1;2
1;53;2;2;0;5;1;1
1;48;2;3;1;2;1;0
1;31;2;5;2;2;1;1
1;21;0;3;1;5;1;2
0;32;2;3;0;7;0;2
0;53;0;3;1;5;0;2
1;34;2;5;0;3;1;0
1;42;0;4;0;5;1;1
0;37;2;5;0;7;1;2
1;16;1;4;0;5;1;1
0;18;2;5;1;4;1;1
0;24;2;2;1;2;1;0
0;41;1;4;1;6;1;0
0;18;0;2;0;5;1;1
0;24;2;4;0;7;0;2
1;36;2;4;0;2;0;0
0;26;2;1;1;3;0;0
0;23;2;1;0;2;0;0
1;60;2;5;2;2;0;1
1;49;2;3;2;3;1;1
0;31;1;5;1;6;1;2
0;42;2;3;1;7;1;1
0;40;0;4;0;4;1;1
1;18;0;1;0;2;1;0
1;49;0;1;0;6;1;2
1;31;0;5;2;2;1;1
1;16;2;2;0;4;1;1
1;56;2;2;0;5;1;1
1;19;1;1;0;4;1;1
1;56;2;3;1;4;1;1
0;34;1;1;2;5;0;2
1;59;2;1;1;6;0;2
1;53;2;5;1;3;0;1
1;40;2;1;0;4;0;1
0;28;2;3;0;4;0;1
0;20;1;4;2;4;1;2
1;49;2;2;1;4;1;1
0;21;2;5;0;4;1;1
1;49;2;3;2;5;1;2
1;34;1;3;0;6;0;2
1;44;2;5;1;4;1;2
0;17;1;5;1;2;1;0
0;48;2;2;1;5;1;2
1;50;0;4;0;7;0;2
1;46;1;2;1;5;1;0
0;51;1;5;1;2;1;0
0;32;2;5;1;4;0;1
0;22;2;5;1;4;1;1
1;23;1;1;1;2;1;0
1;17;2;3;1;3;0;1
0;32;0;4;2;4;1;2
0;45;2;5;1;4;0;1
1;48;0;1;2;6;1;2
0;34;1;5;0;3;1;0
0;39;2;1;2;7;1;2
0;39;2;4;2;7;1;2
0;40;2;5;0;6;1;2
1;44;0;3;2;4;1;2
1;41;2;3;2;6;1;2
0;27;2;5;2;2;1;1
1;45;2;4;0;2;0;0
0;34;0;3;1;4;1;1
0;55;1;5;1;6;1;2
1;51;1;1;2;2;1;1
1;60;2;1;0;6;0;2
0;59;1;1;0;4;1;1
1;37;1;3;2;5;1;2
1;30;1;2;2;6;1;2
0;57;2;1;1;2;1;0
0;54;0;2;1;6;1;2
1;57;2;4;2;5;1;2
1;23;2;1;1;5;1;2
1;23;1;1;2;4;0;0
0;37;0;2;2;5;0;2
0;20;0;2;2;6;1;2
0;31;2;1;1;3;1;1
0;46;2;2;2;6;1;2
0;35;2;5;2;3;0;1
1;44;2;4;1;6;1;2
1;25;2;5;0;3;1;2
1;57;2;3;0;2;1;2
0;23;0;3;1;7;1;2
1;37;1;4;0;7;1;2
1;50;1;4;2;5;1;2
0;53;2;2;1;6;1;2
1;36;1;5;0;2;1;0
0;47;0;3;0;7;1;2
1;37;1;5;0;2;1;0
0;27;1;4;0;4;0;1
1;25;1;2;0;4;0;1
1;33;2;5;1;7;1;2
1;29;0;4;0;3;1;0
0;19;1;4;0;7;0;2
1;37;0;1;0;3;0;0
1;34;0;1;2;4;0;2
0;29;1;3;0;5;0;1
0;44;2;1;1;3;1;1
1;36;0;2;1;5;0;2
0;53;1;4;2;2;1;1
1;28;1;3;1;7;1;2
1;26;1;1;1;5;1;2
0;19;2;1;0;2;0;1
1;48;2;2;0;5;1;1
0;58;0;4;2;6;1;2
1;58;2;1;0;3;0;0
0;34;0;5;1;4;1;1
0;16;0;3;2;5;0;2
0;34;1;5;1;6;0;2
1;60;2;1;1;5;1;2
0;53;1;4;0;3;0;0
0;20;2;1;2;7;0;2
0;28;2;3;0;5;1;1
0;18;1;5;1;4;1;1
1;29;2;5;0;3;1;0
0;58;0;4;1;4;0;1
1;20;1;1;1;4;0;0
0;19;0;3;1;6;1;2
1;57;1;4;1;3;1;1
0;43;0;3;1;3;0;2
