calories_kcal,protein_g,carbs_g,fat_g,meals_per_day,snacks_per_day
2295.63,110.8,299.4,72.7,6,2
2197.21,125.4,300.0,55.0,5,1
3626.68,201.5,490.6,95.4,6,2
2241.25,217.0,108.1,104.5,5,1
2211.94,129.7,276.8,65.1,5,1
2537.7,118.8,330.7,82.2,5,2
1796.41,140.5,157.4,67.2,4,1
2673.96,186.2,283.3,88.4,5,2
2102.88,156.3,212.0,70.0,5,1
2361.08,124.3,314.2,67.4,4,1
2290.75,227.4,135.2,93.4,4,1
3142.99,111.9,566.1,47.9,6,2
1965.82,179.4,158.9,68.1,4,1
2545.54,225.9,192.6,96.8,4,1
1950.49,140.7,224.4,54.5,4,1
3208.2,165.6,461.1,77.9,5,2
1854.17,120.7,223.1,53.2,4,1
3465.43,203.3,436.0,100.9,4,1
1903.21,177.2,144.9,68.3,4,1
2802.81,191.1,263.4,109.4,6,2
3466.36,197.0,455.0,95.4,5,1
1879.73,109.3,240.5,53.4,6,2
2402.38,184.2,243.1,77.0,4,1
2379.37,101.8,380.8,49.9,5,1
3059.45,175.4,321.5,119.1,5,2
1994.93,140.0,235.8,54.7,4,1
2425.39,135.6,345.0,55.9,4,1
1820.18,108.0,227.7,53.0,4,1
1894.99,91.0,280.1,45.6,4,1
1818.27,172.6,126.2,69.2,4,1
4017.92,194.6,521.2,128.3,6,1
2453.32,182.5,243.8,83.1,4,1
3788.95,209.1,530.1,92.5,4,1
1638.53,122.4,165.8,54.0,4,1
3018.34,138.3,472.9,63.7,4,2
3902.38,153.9,597.8,99.5,6,2
3326.05,235.6,376.8,97.4,4,1
2091.12,109.6,276.8,60.6,5,2
3863.26,176.1,601.8,83.5,5,2
2476.83,165.9,270.0,81.5,5,1
2281.12,133.4,287.5,66.4,4,1
2347.07,99.5,386.8,44.7,4,1
2154.97,176.0,170.4,85.5,4,1
2458.02,160.0,273.4,80.5,5,1
2142.39,142.8,237.3,69.1,4,1
2248.05,147.6,276.5,61.3,6,2
1666.47,123.3,175.5,52.4,4,1
3210.03,177.0,432.8,85.7,4,1
2437.32,188.8,261.7,70.6,4,1
2482.85,217.7,178.0,100.0,5,2
1814.42,122.1,193.0,61.6,4,1
3042.06,171.4,358.7,102.4,5,2
4348.07,209.5,638.1,106.4,5,2
3239.83,105.4,574.4,57.9,5,2
2294.59,226.8,146.9,88.9,4,1
3368.93,179.0,429.3,104.0,4,1
1816.81,186.1,95.5,76.7,4,1
2736.01,161.0,348.0,77.7,4,1
2690.92,201.7,278.8,85.4,5,2
2184.18,123.7,263.0,70.8,5,2
2483.68,156.5,337.8,56.3,4,1
1767.78,101.8,245.1,42.2,4,1
2653.21,101.2,446.6,51.3,5,2
2123.29,121.7,295.6,50.5,4,1
3039.89,166.0,336.6,114.4,5,2
2703.99,174.9,332.7,74.8,4,1
2185.55,217.8,112.0,96.2,4,1
1777.75,121.9,218.0,46.5,4,1
2414.65,144.4,281.7,78.9,5,2
2110.17,122.0,288.2,52.1,4,1
3069.6,159.2,387.3,98.2,5,2
2369.7,131.4,280.8,80.1,6,2
3209.7,153.9,478.0,75.8,4,1
3003.92,162.1,392.4,87.3,4,1
2226.68,233.1,125.3,88.1,4,1
4181.17,165.6,702.6,78.7,5,2
2228.01,147.8,279.4,57.7,4,1
1986.2,114.7,229.2,67.8,5,2
1737.12,226.5,0.0,96.0,4,1
1793.16,125.4,209.4,50.5,4,1
1976.81,141.5,206.4,65.1,4,1
1726.81,146.4,128.8,69.5,5,1
3558.19,170.4,521.0,88.1,5,1
4220.17,182.3,635.9,105.3,5,1
2059.52,147.8,228.0,61.8,5,1
2530.47,100.4,383.1,66.3,5,2
2089.79,135.0,247.5,62.2,4,1
2850.59,167.2,334.2,93.9,5,1
3974.15,203.2,511.5,123.9,6,1
4017.91,180.7,583.5,106.8,4,2
1952.85,168.6,176.3,63.7,4,1
1449.31,149.6,75.0,61.2,4,1
3553.1,194.7,456.4,105.4,4,1
2868.93,89.0,528.1,44.5,6,1
3189.79,176.8,412.4,92.6,5,1
3520.53,176.7,497.6,91.5,4,1
1149.6,120.0,59.3,48.1,4,1
3387.18,158.3,502.9,82.5,5,2
3664.03,115.2,634.3,74.0,6,1
2109.91,137.3,270.1,53.4,4,1
4201.8,171.1,682.6,87.5,4,1
2137.53,218.3,117.9,88.1,4,1
2406.74,152.9,306.2,63.4,4,1
2216.5,161.3,237.9,68.9,4,1
2209.65,137.0,282.5,59.1,4,1
3158.09,101.7,550.8,60.9,5,2
1941.66,160.3,173.1,67.6,4,1
3396.15,171.9,405.5,120.7,5,2
2455.69,146.9,267.1,88.9,4,1
2174.35,164.5,218.0,71.6,4,1
1744.95,154.2,156.3,55.9,4,1
2986.14,212.9,339.8,86.2,4,1
2353.14,232.2,125.9,102.3,4,1
2428.95,137.8,327.4,63.1,4,1
3226.26,218.2,408.3,80.0,4,1
3452.51,198.8,480.8,81.6,6,2
2768.3,205.3,300.2,83.0,4,1
3313.06,177.5,489.9,71.5,5,1
4316.76,192.3,683.3,90.5,5,2
2480.74,155.0,317.4,65.7,4,1
1762.6,157.3,132.4,67.1,4,1
3423.52,189.3,451.2,95.7,5,1
2775.58,194.7,304.4,86.6,4,1
1656.8,158.7,117.4,61.4,4,1
1976.09,162.9,166.4,73.2,4,1
3212.82,159.1,452.8,85.0,5,1
2119.77,214.7,120.7,86.5,4,1
2170.76,219.3,102.3,98.3,4,1
2313.17,89.3,370.0,52.9,5,2
2728.76,109.4,436.2,60.7,5,2
2543.55,104.9,403.9,56.5,5,2
3657.13,168.5,522.9,99.1,6,2
1722.66,141.1,148.4,62.7,4,1
2738.06,216.0,278.1,84.6,4,1
3152.69,226.5,345.6,96.0,4,1
3557.94,171.4,543.0,77.8,5,1
2267.72,201.4,156.3,93.0,5,1
4482.05,174.2,710.5,104.8,6,2
2918.07,119.9,429.3,80.1,5,1
2516.89,222.1,199.6,92.3,4,1
1724.71,144.5,158.1,57.1,4,1
2846.04,188.4,345.2,79.0,4,1
2657.02,168.6,345.5,66.8,4,1
3438.04,151.6,551.1,69.7,5,1
3064.96,220.4,319.1,100.8,4,2
2731.76,158.2,373.6,67.1,4,1
3722.85,138.0,625.3,74.4,6,2
3522.27,142.1,538.8,88.7,6,2
2703.52,119.3,431.8,55.4,5,2
2601.12,128.8,354.7,74.1,5,2
2383.27,115.8,364.5,51.3,5,1
3315.81,155.7,512.9,71.3,4,1
1871.33,144.7,179.7,63.7,5,1
2845.89,174.0,332.3,91.2,5,1
1787.13,122.0,220.6,46.3,5,1
2778.84,131.1,370.1,86.0,5,1
3821.72,184.9,513.4,114.3,5,2
2675.97,217.9,227.4,99.4,4,1
1832.38,113.9,222.6,54.0,5,1
4447.58,185.0,702.2,99.9,5,2
2402.4,196.2,214.5,84.4,5,1
3783.59,154.5,609.2,81.0,6,2
1959.28,96.3,282.4,49.4,6,2
3829.92,232.4,481.6,108.2,4,1
2124.84,103.3,299.4,57.1,6,2
2358.47,183.6,230.2,78.1,4,1
1937.18,172.6,145.9,73.7,4,1
2363.83,146.6,296.2,65.9,4,1
3619.87,166.0,562.0,78.6,5,2
2495.91,101.6,406.2,51.6,4,1
3729.02,176.8,546.1,93.1,6,2
2697.81,106.6,424.1,63.9,5,1
3352.42,161.6,437.8,106.1,5,2
2435.47,127.0,355.5,56.1,5,1
2418.0,216.6,174.4,94.9,4,1
4022.51,209.5,553.2,108.0,4,1
2121.35,109.4,313.8,47.6,5,1
2990.08,179.8,299.7,119.2,6,2
2495.8,126.4,308.8,83.9,5,2
3269.79,118.4,567.8,58.3,6,2
1365.77,116.9,105.1,53.1,4,1
4440.03,185.5,699.9,99.8,6,2
2330.97,172.9,245.3,73.1,4,1
2748.84,158.4,357.0,76.4,5,2
4079.7,199.4,623.9,87.4,4,1
1921.74,206.6,91.0,81.3,4,1
2756.12,117.6,429.5,63.1,5,1
1443.31,95.6,166.5,43.8,4,1
1925.65,130.6,234.2,51.8,4,1
3328.97,168.1,434.4,102.1,5,2
2682.22,115.5,432.6,54.5,5,2
3719.61,174.0,504.6,111.7,6,2
2321.89,253.9,119.8,91.9,4,1
2028.27,207.2,96.7,90.3,4,1
2400.11,116.1,330.2,68.3,6,2
3341.93,143.3,490.0,89.8,6,2
2691.9,99.8,441.7,58.5,5,2
1700.05,131.3,164.2,57.6,4,1
2545.88,174.8,302.4,70.8,4,1
3788.02,117.4,641.5,83.6,5,1
1619.37,87.2,215.6,45.4,5,1
2035.65,231.3,66.4,93.9,4,1
2554.74,136.1,326.8,78.1,4,2
3024.79,190.8,342.2,99.2,4,1
2785.81,146.2,345.0,91.2,6,2
1682.34,147.8,157.9,51.1,4,1
2683.99,182.4,282.5,91.6,4,1
3303.65,218.7,374.2,103.5,4,1
3001.77,163.3,363.8,99.3,5,2
1613.91,124.7,152.7,56.0,5,1
2038.65,95.5,290.2,55.1,6,2
4460.12,183.5,665.4,118.3,5,2
2052.51,102.7,262.1,66.0,6,2
2362.23,87.6,399.3,46.1,5,1
2711.39,244.6,210.8,98.9,4,1
3136.51,190.9,393.2,88.9,4,1
2765.98,111.2,459.7,53.6,5,2
2535.73,92.7,413.3,56.9,4,1
2113.69,113.1,255.4,71.1,6,1
2317.56,188.2,228.6,72.3,4,1
2256.21,93.1,353.7,52.1,5,2
2480.79,138.5,353.6,56.9,4,1
3402.07,185.0,459.0,91.8,5,1
2293.6,105.9,351.6,51.5,6,1
2337.77,153.7,242.3,83.8,5,1
2373.68,148.1,304.1,62.8,4,1
2776.19,89.3,500.8,46.2,5,2
2313.47,103.9,322.1,67.7,5,2
2260.7,110.0,343.6,49.6,4,1
1945.51,114.3,258.9,50.3,4,1
1620.98,138.4,131.1,60.3,4,1
2265.55,131.7,314.1,53.6,4,1
1847.0,99.1,262.0,44.7,6,1
3673.13,173.5,548.8,87.1,4,1
1548.63,109.8,171.7,46.9,4,1
1753.27,203.9,49.5,82.2,4,1
2614.42,198.6,277.7,78.8,4,1
2024.93,171.6,159.1,78.0,4,2
1643.74,92.8,207.2,49.3,5,1
2894.78,121.8,480.6,53.9,4,1
3303.87,140.5,519.7,73.7,5,2
2515.59,230.3,189.7,92.9,4,1
3131.31,175.0,351.6,113.9,5,2
2870.13,190.5,338.7,83.7,4,1
2850.73,130.9,407.3,77.6,5,1
3327.57,162.0,458.9,93.8,5,2
2830.57,193.2,311.2,90.4,4,1
1603.8,111.0,158.9,58.2,5,1
1826.71,191.2,95.1,75.7,4,1
1811.84,109.1,224.9,52.9,4,2
2123.75,171.5,196.4,72.5,4,1
2269.02,220.1,130.0,96.5,4,1
2306.15,205.0,216.6,68.8,4,1
1789.63,151.0,160.7,60.3,4,1
2849.75,152.4,404.9,69.0,5,1
3212.43,148.2,505.0,66.6,5,1
2133.84,156.2,207.4,75.5,5,2
2889.7,142.0,388.6,85.3,5,2
1660.82,165.1,75.2,77.7,4,1
2202.6,194.7,159.3,87.4,4,1
1666.92,158.5,99.1,70.7,4,1
3154.86,121.6,523.3,63.9,4,1
2256.2,97.9,348.7,52.2,6,2
2926.05,153.8,370.7,92.0,4,1
3474.97,116.8,610.8,62.7,5,2
2866.24,104.9,446.0,73.6,5,2
1683.34,128.1,167.8,55.5,5,1
2124.12,81.4,355.9,41.7,5,2
2325.43,216.4,180.9,81.8,4,1
2534.49,220.3,224.5,83.9,4,1
2184.3,232.4,129.2,82.0,4,1
2237.81,159.6,217.0,81.2,5,1
2567.35,203.7,228.1,93.3,4,1
2349.05,98.9,378.1,49.0,5,2
2774.03,171.8,321.9,88.8,5,1
2174.98,157.0,222.3,73.1,4,1
2116.98,169.7,214.4,64.5,4,1
3345.42,144.8,509.2,81.0,5,2
3161.57,163.3,473.4,68.3,4,1
2325.5,107.0,355.9,52.7,4,1
1910.34,203.5,102.1,76.4,4,1
2735.75,128.0,403.8,67.6,5,2
2728.84,204.5,301.8,78.2,4,1
2278.64,151.0,279.4,61.9,4,1
1756.15,109.2,216.9,50.2,5,1
3074.93,122.3,504.5,63.1,6,2
1883.67,145.5,188.8,60.7,5,1
3066.67,152.2,434.4,80.0,5,1
1239.74,141.5,37.2,58.4,4,1
3037.67,145.5,457.7,69.4,5,1
3016.6,100.3,496.6,69.9,6,2
2690.13,141.2,332.1,88.5,5,2
2781.49,106.9,470.5,52.4,5,2
3269.32,149.6,495.3,76.7,5,2
2875.43,194.5,341.9,81.1,4,2
2310.82,180.9,208.9,83.5,4,1
1600.45,99.1,196.3,46.5,4,1
3165.53,169.2,436.5,82.5,4,2
1299.5,110.9,117.8,42.7,4,1
2614.02,106.9,437.1,48.7,5,1
2386.16,119.3,334.6,63.4,5,1
2103.2,191.4,150.6,81.7,4,1
2546.16,189.5,267.7,79.7,4,1
3390.22,208.9,416.3,98.8,4,1
4278.45,178.9,685.3,91.3,6,1
1684.38,111.4,190.6,53.0,4,1
2244.67,218.2,120.6,98.8,4,1
2475.91,226.1,200.0,85.7,4,1
2425.62,102.4,390.4,50.5,5,2
1544.82,99.3,175.2,49.7,4,1
2601.15,147.8,354.1,65.9,4,1
2030.38,113.8,293.2,44.7,4,1
2770.46,171.9,294.7,100.5,5,2
1635.25,105.8,201.1,45.3,4,1
3059.68,192.5,357.9,95.3,4,1
2186.05,89.7,351.2,46.9,5,1
1349.42,115.2,122.4,44.3,4,1
2869.0,199.6,332.0,82.5,4,1
3116.8,182.8,409.3,83.2,4,1
2091.16,122.5,296.2,46.3,4,1
3616.13,150.3,582.0,76.3,5,2
3877.52,200.8,538.4,102.3,6,2
2380.33,132.6,335.4,56.5,5,1
3416.18,191.4,413.3,110.8,5,2
1403.8,129.4,85.4,60.5,4,1
1313.76,147.5,59.3,54.1,4,1
3314.34,251.2,365.3,94.2,4,1
2284.89,124.9,302.4,64.0,6,2
3152.27,179.4,418.0,84.7,5,2
3480.71,148.4,542.5,79.7,4,1
3253.35,134.9,514.2,73.0,5,2
3594.11,222.8,437.8,105.7,4,1
3315.28,97.3,588.9,63.4,5,1
1881.63,147.4,184.8,61.4,4,1
3484.47,158.2,519.2,86.1,4,1
3202.15,115.3,527.2,70.2,6,2
2096.41,121.9,276.8,55.7,5,2
2234.62,157.7,279.9,53.8,4,1
2776.99,85.2,497.6,49.5,6,1
2420.18,223.3,184.8,87.5,4,1
2728.48,212.4,297.1,76.7,4,1
2484.48,168.4,249.1,90.5,5,1
2705.09,178.0,348.4,66.6,4,1
1718.46,118.7,185.9,55.6,4,1
3577.23,171.7,519.3,90.4,4,1
3194.51,155.4,440.9,89.9,6,2
3564.96,164.3,581.0,64.9,5,1
1799.13,156.8,149.6,63.7,4,1
1346.36,137.9,57.6,62.7,4,1
2532.14,163.9,245.5,99.4,4,1
3315.03,172.1,407.9,110.6,6,1
2620.77,162.4,336.8,69.4,4,1
2503.45,127.3,358.6,62.2,5,2
2601.79,122.1,408.5,53.3,5,2
3195.27,167.0,396.0,104.8,6,2
1967.6,126.5,224.3,62.7,5,2
1964.99,167.0,176.6,65.6,4,1
2785.06,93.1,503.9,44.1,5,2
3248.4,104.9,581.0,56.1,5,2
3811.55,182.7,566.7,90.5,5,1
2265.71,206.8,198.0,71.8,4,1
1465.53,119.3,153.7,41.5,4,1
3199.7,230.1,364.5,91.3,4,1
3681.72,220.8,474.8,99.9,4,1
1937.5,160.1,172.9,67.2,4,1
1522.9,128.2,125.0,56.7,4,1
2545.98,183.6,283.8,75.1,4,1
3318.97,138.3,510.3,80.5,5,1
2722.32,152.4,301.6,100.7,5,2
1785.58,117.7,203.3,55.7,4,1
3056.6,157.8,401.3,91.1,5,2
1876.06,138.1,197.8,59.2,4,1
3776.18,183.4,515.9,108.8,6,2
2496.89,157.7,311.5,68.9,4,1
2206.42,129.3,277.1,64.5,5,1
2966.88,120.7,504.1,52.0,5,2
2002.38,165.3,199.0,60.5,4,1
2159.18,159.5,183.3,87.6,4,1
2210.9,195.5,169.1,83.6,4,1
2301.53,184.6,215.6,77.9,4,1
1521.48,135.7,101.1,63.8,4,1
2576.43,173.0,299.8,76.1,4,1
1379.95,137.3,85.3,54.4,4,1
3295.78,167.1,461.7,86.7,4,1
2364.79,205.9,199.7,82.5,4,1
2679.24,129.5,410.6,57.6,5,1
1858.8,126.3,198.6,62.2,4,1
1661.42,163.2,103.1,66.2,4,1
2946.15,152.0,392.7,85.3,5,2
1964.94,105.7,248.9,60.7,5,1
4069.56,166.2,623.3,101.3,5,2
3832.09,172.2,608.2,79.0,4,1
2476.99,98.0,408.4,50.2,4,1
2156.84,163.9,198.0,78.8,4,1
2171.95,141.1,285.0,52.0,4,1
2188.35,190.7,190.7,73.7,4,1
2997.78,165.1,339.7,108.7,5,2
1538.29,171.7,35.3,78.9,4,1
1929.12,108.6,245.9,56.8,4,2
2825.1,168.0,349.0,84.1,4,1
2412.24,174.4,262.2,74.0,4,1
2293.7,138.7,298.2,60.7,5,1
1740.81,90.6,233.7,49.3,4,1
2554.06,161.8,255.0,98.5,5,1
3724.22,142.8,600.6,83.4,5,1
2379.13,109.5,346.1,61.8,5,1
2096.72,119.4,281.2,54.9,4,1
1882.7,106.6,238.7,55.7,5,1
1491.5,141.9,102.5,57.1,4,1
2671.1,182.0,309.5,78.3,6,2
3113.69,126.8,505.8,64.8,5,1
1678.04,128.7,180.6,49.0,4,1
2592.45,214.6,242.1,85.1,4,1
2525.83,187.4,277.2,74.2,4,1
1991.44,182.6,178.0,61.0,4,1
2508.52,113.5,384.4,57.4,4,1
2732.97,103.7,421.8,70.1,5,2
3020.15,153.3,438.1,72.7,4,1
2153.66,157.2,233.6,65.6,4,1
2581.41,230.1,211.0,90.8,4,1
2348.38,96.4,395.8,42.1,4,1
2701.1,112.6,437.3,55.7,6,2
1833.77,117.2,202.4,61.7,4,1
1729.18,145.7,147.8,61.7,4,1
2949.19,103.5,482.3,67.4,6,2
2456.54,194.7,249.0,75.8,4,1
2078.08,131.4,265.3,54.6,4,1
3222.3,192.8,341.2,120.7,5,2
2570.06,214.9,206.0,98.5,4,1
2879.46,175.6,355.9,83.7,4,1
2737.6,144.3,351.5,83.9,4,1
3248.27,218.2,387.1,91.9,4,1
1411.2,175.2,21.0,69.6,4,1
2922.17,226.2,291.7,94.5,4,1
2481.3,86.4,426.8,47.6,6,2
3061.16,168.8,422.4,77.3,4,1
4036.59,180.5,569.4,115.2,5,2
3565.23,178.5,520.4,85.5,4,1
3157.25,95.6,544.3,66.4,6,2
2050.68,136.9,245.0,58.1,4,1
2006.54,120.4,228.9,67.7,6,2
2648.36,88.2,428.0,64.8,5,2
2635.0,121.8,416.0,53.8,4,1
1773.11,126.1,205.2,49.8,4,1
2546.73,166.2,301.2,75.2,5,1
3062.8,176.6,374.8,95.2,5,1
3282.22,128.1,524.0,74.9,5,2
1186.61,127.8,69.0,44.4,4,1
2743.89,116.3,444.9,55.5,5,2
1616.18,132.0,169.2,45.7,4,1
1517.59,99.2,173.1,47.6,4,1
2342.5,183.2,236.5,73.7,4,1
2067.0,221.3,73.5,98.7,4,1
1775.99,124.6,214.0,46.9,4,1
2047.16,109.7,267.3,59.9,5,1
3681.0,155.1,590.0,77.9,4,1
1842.95,195.9,96.6,74.8,4,1
3455.06,163.5,535.1,73.4,4,2
2720.45,171.5,287.1,98.5,5,2
2228.83,215.7,142.3,88.5,4,1
2152.55,150.9,235.2,67.6,4,1
4133.65,200.1,642.7,84.7,5,2
2518.69,160.3,342.3,56.5,4,1
3321.1,144.4,529.2,69.6,5,1
3070.1,230.3,352.6,82.1,4,1
1992.15,213.6,97.7,83.0,4,1
1973.93,96.2,254.2,63.6,6,2
1663.46,117.8,199.6,43.7,4,1
3550.52,182.4,489.1,96.1,5,1
2308.63,104.8,353.1,53.0,4,1
1515.5,164.5,79.2,60.1,4,1
1403.8,126.2,114.0,49.2,4,1
3188.91,208.4,402.3,82.9,4,1
4261.34,197.6,607.8,115.6,5,2
3209.44,164.3,465.0,76.9,5,2
3064.06,156.0,410.0,88.9,5,1
2662.23,130.8,374.4,71.3,5,2
4523.82,182.9,715.1,103.5,5,1
2582.55,204.9,252.4,83.7,4,1
3054.78,107.4,526.3,57.8,6,2
1556.54,143.3,115.3,58.0,4,1
4011.88,158.9,635.1,92.8,5,2
2275.79,183.2,231.8,68.4,4,1
2411.89,205.6,210.5,83.0,4,1
3992.17,163.7,594.4,106.6,6,2
2666.27,175.2,333.8,70.0,4,1
3750.47,195.0,496.6,109.3,6,2
4497.68,179.9,654.6,128.9,5,2
3416.7,156.2,505.4,85.6,5,1
1756.21,113.2,218.0,47.9,5,1
1930.91,181.2,145.8,69.2,4,1
3577.81,183.6,441.7,119.6,5,2
1875.55,159.7,167.9,62.8,4,1
1418.16,169.9,48.9,60.3,4,1
2905.38,105.7,491.2,57.5,5,2
2090.82,155.5,249.6,52.3,4,1
3810.35,180.1,580.6,85.3,4,2
2304.79,131.9,313.4,58.2,4,1
3715.97,177.3,529.7,98.6,5,2
3779.77,191.9,557.5,86.9,4,1
3352.98,186.4,479.8,76.4,5,1
2632.97,127.4,375.9,68.9,6,2
3532.9,179.7,514.7,83.9,5,1
3264.09,159.6,460.2,87.2,4,2
3365.59,229.1,371.7,106.9,4,1
1373.92,150.6,46.1,65.2,4,1
3530.95,173.2,529.7,79.9,5,2
2562.32,187.7,273.7,79.6,4,1
2018.16,166.4,169.6,74.9,4,1
3588.16,181.2,537.9,79.1,5,2
2862.64,135.8,399.1,80.3,5,2
2110.33,159.8,200.9,74.2,4,1
2522.35,233.7,204.5,85.5,4,1
3267.09,171.0,447.0,88.3,6,2
2860.71,217.4,301.2,87.3,4,1
2880.01,96.8,472.7,66.9,5,2
1929.83,93.3,288.5,44.7,5,2
2757.7,101.5,489.2,43.9,6,2
2270.94,238.8,131.3,87.8,4,1
1704.54,172.4,69.1,82.1,4,1
3013.71,110.7,509.9,59.1,5,2
1862.89,98.5,265.7,45.1,5,1
2989.97,238.2,300.6,92.8,4,1
3153.05,127.1,466.8,86.4,6,2
2773.59,116.0,407.1,75.7,5,1
4726.64,199.9,791.2,84.7,5,2
2014.47,237.5,72.7,86.0,4,1
2773.64,108.6,464.2,53.6,6,1
2802.4,170.6,329.4,89.2,6,2
3983.76,161.1,607.5,101.0,5,2
1810.8,201.5,63.1,83.6,4,1
2723.6,169.7,360.3,67.0,4,1
2654.04,124.2,384.3,68.9,5,2
1950.22,191.4,117.2,79.5,4,1
1735.31,156.4,152.5,55.5,4,1
1926.83,126.2,227.6,56.9,4,1
4610.69,190.4,685.6,123.0,5,2
3533.73,124.5,604.3,68.7,5,1
2801.86,201.0,316.5,81.3,4,1
1994.34,102.5,279.8,51.7,4,1
2640.86,172.5,288.8,88.4,4,1
3262.82,129.1,527.7,70.6,5,2
1778.24,139.0,176.1,57.6,5,1
4266.95,185.8,646.3,104.3,5,1
2284.21,97.2,337.5,60.6,6,2
2766.93,172.7,290.5,101.6,5,1
2113.7,199.6,137.3,85.1,4,1
3704.52,141.3,599.5,82.4,5,2
2688.72,122.7,394.6,68.8,4,1
2959.87,212.8,342.1,82.3,4,1
4000.47,141.3,699.0,71.1,5,2
2158.06,152.9,207.0,79.8,4,1
2017.75,108.4,276.8,53.0,4,1
2560.48,137.8,317.5,82.2,5,1
1674.92,147.1,151.0,53.6,4,1
1448.85,128.8,123.0,49.1,4,1
2020.46,113.0,266.3,55.9,6,2
3983.41,187.8,580.4,101.1,5,2
3930.19,206.3,594.0,81.0,5,1
3327.54,181.7,412.8,105.5,4,1
2842.21,145.2,387.7,78.9,5,2
3972.28,189.4,584.8,97.3,5,2
3545.03,244.6,442.7,88.4,4,1
3870.93,188.1,521.4,114.8,5,2
2633.69,204.0,235.4,97.3,4,1
2658.19,125.6,401.3,61.2,5,2
3078.71,180.6,409.9,79.6,5,1
2044.91,109.3,289.7,49.9,5,1
3139.75,161.8,450.9,76.5,4,1
2019.82,234.6,46.8,99.3,4,1
2949.44,216.2,329.3,85.3,4,1
2026.55,142.7,228.1,60.4,4,1
3418.11,179.3,463.6,94.0,4,1
2652.78,194.4,307.6,71.6,4,1
2531.18,131.7,354.9,65.0,5,1
2160.49,245.9,78.4,95.9,4,1
3851.38,195.2,581.3,82.9,6,2
1808.05,156.4,151.6,64.0,4,1
1364.88,170.9,0.0,77.4,4,1
2863.44,216.3,296.0,90.5,4,1
1872.12,104.2,239.0,55.5,4,1
2696.07,220.3,256.3,87.7,4,1
3213.52,170.9,464.3,74.7,4,1
2788.58,150.4,405.9,62.6,4,1
4210.34,168.4,674.2,93.3,6,2
2553.44,145.9,324.9,74.5,4,1
2826.94,160.0,374.4,76.6,6,2
2863.8,96.3,513.9,47.0,5,2
3980.57,147.3,631.6,96.1,5,2
4432.52,188.7,648.0,120.6,6,2
2388.0,126.1,301.2,75.4,5,2
2359.45,145.9,290.2,68.3,4,1
1889.16,170.5,148.6,68.1,4,1
3793.92,133.7,642.8,76.4,5,2
2020.67,114.7,282.2,48.1,4,1
2903.84,117.8,424.3,81.7,5,2
1697.85,175.2,106.6,63.4,4,1
1971.9,94.8,281.4,51.9,5,1
3435.84,174.9,513.9,75.6,5,1
3031.3,187.7,395.6,77.6,4,1
3487.28,143.1,585.0,63.9,5,2
2331.66,170.7,215.6,87.4,4,1
2996.93,224.9,342.5,80.8,4,1
2508.35,233.8,185.3,92.5,4,1
2469.49,106.4,395.2,51.4,6,2
2220.26,98.3,342.6,50.8,4,1
2643.48,156.5,342.5,71.9,5,2
2502.3,85.5,422.9,52.1,4,1
2768.8,183.7,325.8,81.2,4,1
2413.8,125.8,351.4,56.1,4,1
2424.59,160.9,289.7,69.1,4,2
2930.84,151.7,372.0,92.9,5,1
3464.49,158.8,542.1,73.4,4,1
1919.91,200.8,100.7,79.3,4,1
1768.78,131.3,159.9,67.1,4,1
2214.71,99.4,329.6,55.4,6,2
2890.1,187.6,300.0,104.4,5,2
1894.6,125.5,234.0,50.7,4,1
2658.95,172.1,344.9,65.7,4,1
1953.4,108.6,236.2,63.8,4,1
1944.15,178.2,162.7,64.5,4,1
1484.88,144.0,96.5,58.1,4,1
2320.67,240.6,100.4,106.3,4,1
2140.02,218.5,116.0,89.1,4,1
2920.41,182.4,381.3,74.0,4,1
3712.41,180.7,585.6,71.9,4,1
2645.56,230.4,246.8,81.9,4,1
2829.88,177.2,316.8,94.9,4,1
2977.77,118.7,499.7,56.0,6,2
1806.69,171.5,113.6,74.1,4,1
1916.09,93.2,248.1,61.2,5,2
2973.03,161.9,403.6,79.0,4,1
2226.7,101.8,322.4,58.9,6,2
2754.64,152.0,376.8,71.0,4,1
2959.08,133.8,430.9,77.8,5,1
3549.51,118.9,590.5,79.1,5,2
3022.28,167.9,377.0,93.7,5,1
1542.0,119.5,137.5,57.1,5,1
2790.02,148.7,383.5,73.5,5,1
2939.48,98.9,523.2,50.1,5,2
1415.03,157.8,39.2,69.7,4,1
3033.73,117.8,514.3,56.1,6,2
3134.62,163.6,457.1,72.4,5,1
1552.12,148.8,102.2,60.9,4,1
1963.59,84.9,277.9,56.9,5,2
1658.71,122.8,165.5,56.1,4,1
2240.99,169.3,221.9,75.1,4,1
1895.16,125.0,227.6,53.8,4,1
2867.21,164.7,376.7,78.0,5,2
2691.63,157.3,340.3,77.9,5,1
3601.48,147.5,579.8,76.9,4,1
1434.66,137.2,87.8,59.4,4,1
2568.53,122.4,379.7,62.2,4,1
1667.04,237.4,0.0,84.5,4,1
1268.64,108.6,93.7,51.0,4,1
2919.11,191.2,344.5,86.3,4,1
2116.69,151.6,214.5,72.5,5,1
2804.18,104.6,440.2,69.4,5,2
2211.6,156.8,235.1,71.6,4,1
2861.5,168.0,362.1,82.3,6,2
4198.38,187.7,651.6,93.5,4,1
2957.01,135.8,472.6,58.2,4,1
2643.05,183.5,288.4,83.9,4,1
3515.99,158.1,510.2,93.6,5,1
