gender,age,height_cm,weight_kg,bodyfat_percent,activity_level,goal_type,goal_delta_kg,goal_time_weeks
0,30,150,96.9,19.2,5,0,0,12
1,24,190,101.0,29.2,2,1,-7,12
0,39,161,61.1,14.8,2,1,-8,5
0,59,199,96.0,14.2,1,2,8,13
0,18,191,80.3,21.2,4,1,-7,7
1,24,186,57.8,0.0,1,2,4,8
0,43,162,101.7,12.4,5,0,0,12
1,33,163,63.4,14.5,1,2,6,10
1,30,179,74.0,11.9,2,2,6,9
0,31,187,58.2,17.8,4,0,0,15
1,29,168,87.3,30.0,3,2,6,11
0,40,199,94.8,11.0,1,0,0,6
0,60,189,87.3,11.1,1,0,0,5
0,26,188,93.9,18.6,3,0,0,9
1,34,157,97.4,0.0,1,0,0,7
1,47,164,65.2,22.8,3,0,0,8
0,23,195,100.4,18.7,1,0,0,5
1,29,177,77.3,18.3,4,0,0,4
1,56,182,105.5,0.0,5,1,-5,15
1,29,152,53.8,24.2,3,2,5,5
1,23,165,103.8,26.8,1,1,-5,13
0,49,186,77.8,20.4,3,2,7,6
1,48,197,57.2,29.5,3,2,4,10
0,29,154,77.8,19.1,5,1,-3,5
1,26,176,52.6,12.8,1,1,-2,7
1,54,160,100.8,28.3,3,2,2,10
0,48,195,54.1,23.7,3,2,3,13
1,33,187,98.9,19.4,2,1,-3,4
0,18,179,85.0,0.0,1,2,7,8
1,58,178,76.8,13.7,1,1,-7,4
0,49,152,67.6,12.8,2,0,0,13
0,47,177,69.1,22.3,2,0,0,7
0,29,184,66.0,0.0,5,1,-3,6
1,52,178,55.2,0.0,5,1,-7,13
0,37,167,59.0,0.0,1,1,-8,8
1,51,182,74.9,20.2,1,2,4,4
1,37,176,77.4,15.9,4,1,-4,10
0,57,172,83.8,16.1,2,1,-3,8
1,48,174,55.8,21.7,1,1,-3,13
1,54,176,77.5,16.2,3,2,4,10
0,47,155,91.5,28.0,2,0,0,16
1,51,150,96.7,29.2,2,2,8,15
0,32,173,94.5,24.3,2,0,0,9
0,59,187,77.6,25.6,2,1,-2,12
1,32,188,58.4,25.9,3,2,4,10
0,34,172,77.0,0.0,5,1,-7,5
1,39,174,95.0,22.8,2,1,-4,13
1,51,190,109.8,18.8,4,1,-5,11
0,44,159,102.1,0.0,4,1,-2,15
1,60,160,96.8,21.4,1,2,7,16
1,46,174,93.4,0.0,2,2,5,16
0,55,180,85.3,29.8,5,2,5,9
1,51,159,63.5,16.9,3,0,0,14
1,37,155,98.2,10.9,2,1,-7,10
0,45,166,99.5,27.1,4,0,0,15
0,58,170,77.8,21.9,4,2,5,4
1,57,169,97.9,19.7,2,2,2,7
0,24,178,80.6,13.8,2,2,2,13
0,21,157,84.0,14.1,3,1,-6,10
0,36,185,91.3,27.9,1,0,0,11
1,35,199,77.1,25.5,1,2,7,8
1,38,191,70.7,19.2,2,2,3,16
1,46,187,53.3,25.7,4,2,3,15
0,43,194,73.4,21.0,5,2,6,5
0,24,168,103.8,27.3,1,0,0,14
1,30,178,91.1,12.1,5,2,5,11
0,53,151,82.3,0.0,4,0,0,8
1,57,181,64.0,15.1,2,2,3,15
1,30,159,95.4,0.0,4,0,0,12
0,18,189,75.1,18.5,1,1,-5,4
0,49,198,69.1,0.0,3,1,-5,7
1,18,181,93.5,0.0,1,1,-7,6
1,60,155,107.8,21.8,2,1,-2,12
1,30,178,53.1,11.6,1,1,-3,9
1,20,160,64.0,19.5,1,2,8,13
1,30,175,57.2,0.0,1,1,-3,8
0,42,193,70.9,10.7,4,0,0,11
0,57,175,58.8,29.5,5,2,6,9
1,31,156,58.0,10.3,5,2,2,9
1,51,175,99.1,12.5,2,2,4,12
1,30,184,91.1,27.7,3,2,6,6
1,29,192,66.2,11.9,1,0,0,5
1,43,159,59.9,15.8,2,1,-4,5
0,49,155,82.2,16.5,2,0,0,8
1,56,155,77.6,12.2,3,0,0,8
1,35,156,80.3,24.6,4,0,0,6
1,26,159,54.0,22.8,4,1,-3,5
1,28,164,101.1,10.8,2,0,0,15
1,33,186,63.2,0.0,2,0,0,15
0,28,192,73.3,20.2,5,2,6,14
1,26,166,81.3,26.8,5,2,3,8
0,27,172,55.8,19.7,1,0,0,5
0,45,162,73.2,13.9,5,2,2,7
1,37,179,78.1,22.8,1,2,3,12
0,36,181,79.9,13.3,2,0,0,7
1,41,168,104.7,11.8,2,1,-4,16
0,59,152,72.0,10.2,5,0,0,6
0,37,194,74.2,26.0,4,2,2,7
1,30,191,60.9,28.4,1,0,0,14
0,50,186,50.4,28.8,1,1,-5,14
1,38,157,68.5,20.8,1,1,-3,6
1,41,193,107.5,0.0,5,0,0,10
1,36,154,77.3,24.2,5,0,0,7
1,26,185,51.3,26.9,1,0,0,12
0,38,167,57.4,0.0,3,1,-2,15
1,34,189,105.2,11.4,3,1,-2,14
1,35,170,109.8,16.9,5,1,-6,12
1,30,182,104.4,26.9,3,1,-8,15
0,35,156,70.8,22.5,4,2,2,5
0,19,193,96.3,16.3,4,1,-8,14
1,42,157,52.2,29.6,1,1,-4,12
0,43,158,61.4,22.4,3,2,2,4
1,48,186,52.1,16.5,4,2,3,7
0,35,185,84.7,15.6,4,2,5,7
1,29,176,75.8,0.0,5,1,-7,8
1,45,173,52.8,0.0,3,2,2,10
1,56,191,99.9,27.3,4,0,0,8
0,55,166,56.8,0.0,3,2,7,16
0,42,197,88.3,17.0,5,1,-5,13
1,24,181,104.8,17.4,5,1,-4,7
1,49,196,62.0,22.0,5,0,0,5
1,46,169,69.9,12.1,5,1,-7,13
1,42,157,66.9,0.0,4,1,-5,9
0,37,190,99.6,28.0,2,0,0,8
0,42,180,70.8,10.0,4,2,6,12
0,39,179,100.6,0.0,1,2,6,12
1,46,182,63.2,16.5,3,2,5,6
0,39,172,91.3,22.9,5,2,6,12
1,24,182,94.4,22.4,5,2,2,8
0,33,187,90.7,26.8,1,0,0,4
0,37,189,109.2,11.5,3,1,-7,13
1,50,184,91.6,17.9,3,1,-3,8
0,57,169,84.3,0.0,1,1,-8,6
0,30,177,83.4,16.2,1,1,-2,12
1,35,180,90.7,23.6,3,1,-7,9
1,18,199,53.6,28.7,4,2,5,16
0,53,178,103.7,14.4,2,1,-5,5
0,41,161,70.4,15.7,4,1,-5,11
1,58,153,100.5,18.9,5,2,8,10
1,30,193,79.2,0.0,5,0,0,12
1,54,180,55.0,12.8,3,0,0,14
0,44,164,89.2,29.0,1,0,0,9
0,37,167,56.3,10.6,4,1,-4,12
1,56,180,98.9,28.1,2,0,0,12
0,59,188,61.0,0.0,4,0,0,11
0,52,194,92.2,24.7,2,2,3,11
1,37,168,96.8,21.1,3,0,0,6
0,33,153,54.5,15.4,5,0,0,4
0,53,166,87.0,13.1,3,1,-3,15
0,59,173,102.9,25.5,1,2,7,15
0,37,156,51.4,15.9,4,2,5,7
0,58,164,50.7,20.9,2,2,4,9
0,25,161,77.6,10.8,1,2,2,6
1,35,196,77.3,24.0,1,0,0,5
1,32,186,67.0,0.0,5,0,0,7
0,31,153,61.2,14.7,3,0,0,15
0,34,151,66.3,0.0,4,1,-6,5
0,36,161,66.3,14.7,4,2,6,12
0,49,177,86.2,20.2,5,2,3,5
0,60,197,86.6,26.3,5,1,-3,9
0,37,176,101.5,0.0,3,1,-6,13
1,34,195,60.0,22.6,2,0,0,10
0,45,167,101.6,14.3,1,1,-3,16
1,20,182,52.6,0.0,2,0,0,8
0,59,185,64.5,27.4,2,2,6,15
0,55,187,101.3,0.0,5,1,-8,15
0,37,167,80.5,11.7,4,2,2,11
1,36,150,108.7,11.3,5,0,0,12
0,54,172,56.4,20.6,2,1,-8,8
0,23,200,92.1,13.3,1,0,0,5
1,30,174,96.4,27.8,4,1,-5,15
1,25,193,71.6,26.2,4,1,-7,15
1,56,176,75.3,24.0,1,2,3,12
1,28,166,103.1,11.4,5,2,3,8
0,23,185,106.0,14.9,3,1,-8,5
0,55,157,76.5,15.9,1,2,7,7
1,55,196,73.5,0.0,5,1,-7,14
1,28,196,82.5,15.4,5,2,5,16
1,19,185,83.2,0.0,1,0,0,6
0,37,150,70.2,19.5,2,1,-2,15
1,32,160,97.2,0.0,4,0,0,11
1,18,184,57.9,11.3,1,0,0,14
1,23,175,101.7,29.9,4,2,7,7
1,19,197,79.8,11.3,2,2,6,6
0,40,197,52.6,0.0,2,0,0,11
0,39,163,55.0,16.5,2,2,6,4
1,55,161,64.0,0.0,3,2,8,12
1,23,159,76.7,29.6,3,0,0,5
0,18,178,107.9,10.1,1,0,0,15
1,51,172,79.0,0.0,5,0,0,7
0,25,158,57.4,28.5,3,0,0,9
0,32,163,64.3,23.8,2,2,3,16
0,20,181,75.6,16.2,1,1,-5,14
0,27,170,50.5,13.5,2,0,0,13
0,31,150,105.6,10.7,4,0,0,6
0,19,177,91.8,16.6,2,2,5,11
1,44,154,99.5,17.1,5,1,-2,9
1,38,190,78.9,23.5,1,2,5,9
1,34,182,101.0,14.7,4,1,-8,15
1,54,183,60.4,0.0,2,0,0,9
1,25,158,104.2,0.0,4,2,6,10
1,25,163,62.7,12.9,4,0,0,4
0,22,173,82.2,25.3,3,1,-3,11
1,25,150,105.8,29.3,1,2,7,12
0,47,175,81.2,17.5,1,2,6,5
1,27,159,101.2,16.7,1,0,0,7
1,18,162,83.8,13.9,3,0,0,10
0,54,184,79.2,15.5,3,0,0,16
0,29,190,58.1,15.4,2,1,-3,16
0,26,195,102.5,22.5,4,1,-8,9
0,48,150,86.2,20.1,3,1,-6,6
0,41,191,81.9,15.8,5,0,0,10
0,48,194,58.4,27.2,4,2,4,9
1,35,190,68.2,15.2,5,2,3,9
1,27,196,50.1,26.0,2,0,0,10
0,32,189,96.5,27.5,1,1,-7,7
1,57,181,91.9,19.7,2,1,-3,12
1,47,178,72.6,0.0,2,2,8,11
1,23,163,74.6,26.3,5,1,-5,13
1,46,186,105.6,14.9,5,1,-2,14
1,38,173,53.0,19.7,3,0,0,13
1,33,184,91.8,22.5,2,1,-7,13
0,55,158,97.3,25.1,3,0,0,15
1,21,184,84.8,16.8,3,2,8,6
1,51,195,60.8,28.2,3,2,5,12
1,26,159,96.7,28.1,5,2,7,8
1,53,180,72.0,0.0,1,1,-7,14
0,51,197,50.3,23.4,1,0,0,6
1,46,187,61.0,0.0,3,0,0,11
1,29,186,103.3,23.0,4,0,0,16
1,40,160,98.6,18.3,2,2,6,8
1,60,185,71.7,24.8,1,0,0,4
1,55,181,95.1,14.0,3,2,6,9
1,60,161,107.6,0.0,4,2,3,12
1,49,166,81.8,14.4,3,1,-5,12
0,34,200,74.6,25.2,2,0,0,8
1,40,183,71.8,27.9,2,0,0,8
0,56,163,101.5,20.8,4,2,3,5
1,47,170,79.2,22.0,1,1,-5,6
0,45,170,78.7,25.9,3,1,-6,5
1,40,187,106.8,19.3,5,0,0,4
0,23,151,93.5,29.9,1,0,0,5
1,22,154,99.9,0.0,4,0,0,7
1,18,190,58.0,12.1,4,2,8,4
1,38,172,71.2,12.5,3,0,0,6
0,29,158,54.0,24.1,5,2,6,4
0,36,194,101.2,19.0,3,2,8,10
0,25,191,55.9,23.8,2,2,8,11
1,60,182,108.7,21.4,4,0,0,12
1,50,159,66.3,14.2,1,1,-5,9
1,22,187,88.3,21.2,3,0,0,12
1,41,184,101.6,21.2,2,2,8,15
0,45,173,70.3,27.8,2,0,0,4
1,59,151,59.4,21.1,2,2,2,12
0,51,181,104.1,28.5,3,0,0,14
1,40,168,61.4,11.6,1,2,4,7
0,34,163,75.0,17.1,5,2,7,9
0,46,182,60.1,15.2,1,0,0,8
0,31,175,96.3,22.9,5,1,-4,8
0,58,200,97.8,13.8,3,0,0,15
0,30,158,51.6,25.1,2,0,0,12
1,35,155,75.9,26.9,3,1,-3,9
0,29,160,53.5,25.8,4,1,-3,10
1,56,170,69.2,15.9,5,2,7,11
1,58,168,85.2,12.5,4,2,7,15
1,23,191,102.8,23.8,1,1,-4,5
0,54,187,106.2,23.9,1,2,3,12
0,26,179,84.6,21.5,1,0,0,15
1,34,176,70.1,25.3,1,1,-6,6
1,48,164,71.4,19.6,4,2,2,4
0,48,168,86.6,25.5,2,2,7,4
0,18,174,54.5,0.0,4,2,4,8
1,54,175,76.5,0.0,5,2,4,4
1,44,186,73.5,10.7,4,1,-6,13
0,31,192,82.2,10.6,1,0,0,15
1,45,162,106.7,28.7,3,2,2,6
1,54,155,70.6,0.0,3,2,5,14
1,50,150,66.7,0.0,5,0,0,6
0,36,195,65.7,25.7,2,1,-3,10
0,33,200,77.6,22.6,3,0,0,10
1,47,161,57.5,24.0,5,0,0,11
0,21,156,55.7,0.0,5,2,4,9
1,48,162,78.5,24.4,4,1,-2,6
1,44,198,85.7,15.5,2,2,3,15
1,32,164,102.6,26.6,3,1,-3,8
1,22,182,106.6,23.1,1,0,0,7
0,40,178,55.6,19.8,5,1,-4,6
1,32,196,68.7,14.1,4,2,4,9
0,59,175,50.7,13.5,1,1,-3,10
0,19,196,77.5,26.6,3,0,0,15
1,34,165,93.5,21.6,4,2,8,11
1,22,179,91.2,17.6,2,2,6,16
1,49,186,65.4,16.0,3,2,5,9
1,59,195,71.9,15.5,1,1,-3,16
0,26,161,79.9,24.3,3,1,-6,16
0,50,173,105.6,13.2,2,1,-5,12
0,59,181,73.8,23.3,2,2,2,16
1,59,197,64.9,28.6,4,2,4,13
1,26,171,84.0,12.6,5,2,2,7
1,42,164,71.4,0.0,2,2,6,15
1,56,174,77.9,24.7,4,2,3,6
1,18,158,104.7,19.6,3,2,6,14
1,25,188,90.5,19.1,3,0,0,14
1,55,172,71.0,14.5,5,2,8,14
1,43,199,102.7,0.0,3,0,0,7
1,41,153,54.4,0.0,3,0,0,7
0,51,151,51.6,26.0,2,2,4,16
1,28,172,70.9,27.9,4,0,0,16
0,23,172,67.2,23.2,5,2,5,10
1,32,166,85.7,11.2,4,1,-5,14
0,47,157,94.1,15.6,4,1,-2,10
1,43,165,74.5,22.6,5,2,5,10
1,35,170,52.5,22.8,1,1,-6,4
0,31,151,82.5,16.6,3,1,-4,5
1,29,151,51.8,0.0,5,2,2,12
1,32,179,97.1,13.0,1,1,-7,10
0,37,166,78.6,11.3,3,1,-4,8
1,20,197,63.1,16.1,3,2,8,4
0,47,170,53.2,19.7,1,1,-2,14
0,57,178,107.6,0.0,1,2,6,7
1,19,166,64.8,0.0,4,0,0,16
1,44,150,55.6,24.3,1,2,8,15
1,57,193,67.3,20.5,3,0,0,16
1,47,186,55.9,15.0,3,0,0,11
1,43,163,84.5,22.3,3,0,0,6
1,40,169,53.9,14.6,3,0,0,13
0,34,194,98.9,27.4,4,1,-7,16
1,21,187,67.3,24.7,3,0,0,12
1,52,172,61.5,13.5,2,1,-6,15
1,54,168,82.7,25.8,1,2,6,12
1,40,184,92.7,25.3,4,2,3,14
1,21,187,98.8,19.7,5,2,7,6
1,18,200,64.6,10.2,3,1,-4,11
1,33,194,108.1,10.3,2,2,3,4
1,60,197,91.5,0.0,3,0,0,16
1,41,159,92.3,12.6,4,0,0,7
0,49,155,90.6,20.2,3,1,-5,6
1,36,186,67.2,17.0,1,1,-5,6
1,48,196,95.0,10.2,5,2,4,9
0,18,173,59.6,18.8,4,0,0,7
1,51,182,95.0,22.8,3,0,0,4
1,48,156,75.9,28.7,3,1,-3,12
0,38,179,52.3,14.1,4,0,0,8
0,33,182,92.8,0.0,2,1,-3,7
0,59,167,54.0,27.9,1,2,3,12
1,39,167,65.4,29.1,4,0,0,14
1,43,155,93.4,13.9,4,1,-6,16
1,44,184,85.9,24.4,3,2,6,14
1,30,167,70.5,15.9,4,1,-7,7
1,33,164,52.4,22.8,4,2,6,7
1,56,178,63.7,21.3,3,1,-8,14
1,39,174,85.1,15.9,3,0,0,11
1,32,178,81.7,0.0,5,0,0,4
0,46,180,82.4,16.6,5,2,6,15
1,26,176,84.4,10.3,3,0,0,15
1,30,161,59.8,24.0,4,2,8,7
0,24,153,80.4,14.9,4,0,0,8
0,25,178,77.3,25.9,5,2,8,5
1,43,166,51.7,27.4,3,0,0,14
0,34,164,94.0,21.1,2,0,0,9
0,38,167,62.5,23.9,2,0,0,16
0,53,153,92.6,19.3,4,2,2,13
0,35,195,55.6,0.0,5,2,7,13
0,22,169,54.0,11.0,2,0,0,13
1,28,152,57.4,22.8,4,1,-5,6
0,37,159,84.9,15.9,1,0,0,15
0,32,173,58.2,27.1,1,0,0,8
0,35,179,95.9,28.5,2,1,-4,6
0,19,172,84.0,26.8,5,0,0,8
0,59,193,101.2,15.0,1,1,-8,7
1,45,163,50.1,0.0,2,0,0,5
1,30,163,59.0,24.8,2,1,-5,16
0,52,176,64.6,12.0,4,0,0,11
0,36,191,106.8,11.4,5,1,-3,14
1,32,169,78.5,16.7,5,2,8,15
1,52,156,102.6,19.1,4,2,3,12
0,19,178,74.9,17.5,2,2,3,11
1,53,163,81.3,24.1,1,0,0,9
1,33,177,96.2,26.8,3,1,-6,6
0,45,191,75.0,12.2,3,2,7,7
1,39,191,74.0,15.9,4,0,0,6
1,35,194,98.2,23.0,2,1,-8,14
0,21,170,101.3,15.4,3,2,7,14
0,34,162,102.3,28.7,4,2,6,13
1,52,197,90.2,15.0,4,1,-4,14
0,38,188,91.3,0.0,5,2,3,16
0,26,160,82.9,28.4,5,1,-5,7
1,44,161,58.7,18.4,3,1,-4,4
0,19,180,88.9,23.1,5,2,4,11
0,44,152,80.6,21.2,1,1,-3,4
0,38,187,55.4,18.5,2,2,2,5
1,24,187,106.3,24.3,5,2,4,4
1,56,157,106.4,22.5,5,0,0,5
0,29,175,100.2,17.5,1,2,7,4
0,48,188,93.1,19.5,3,1,-5,14
0,26,181,57.4,29.3,3,1,-6,7
0,34,183,73.2,28.6,2,1,-6,7
1,57,189,73.6,16.9,2,1,-2,12
0,45,190,97.4,0.0,5,0,0,9
0,23,190,62.2,29.6,1,0,0,9
1,59,160,63.1,21.1,1,2,6,7
0,60,175,56.1,11.6,4,0,0,8
0,60,183,67.8,0.0,2,1,-3,14
1,26,170,106.2,0.0,3,2,3,12
1,29,181,64.0,21.9,3,0,0,7
0,44,176,95.6,13.8,2,1,-2,12
1,27,175,94.9,0.0,2,0,0,6
1,28,175,78.9,26.2,5,0,0,6
1,38,168,100.5,20.2,2,0,0,11
1,34,176,98.7,0.0,4,0,0,6
1,26,151,78.5,12.0,2,0,0,9
0,24,188,105.1,25.4,2,0,0,9
1,51,172,63.0,27.9,1,2,8,6
0,52,185,101.0,15.5,2,1,-3,15
1,53,199,64.7,11.3,5,0,0,6
0,29,193,82.4,24.9,5,0,0,12
0,60,173,86.8,0.0,4,2,5,8
0,37,197,55.6,28.9,1,1,-2,8
1,57,190,56.9,16.1,5,2,2,10
1,28,153,101.2,29.0,4,2,2,13
0,52,155,93.6,20.8,5,0,0,15
0,47,189,91.2,21.6,3,1,-7,15
1,39,152,78.9,23.9,4,2,6,7
1,36,176,81.2,0.0,2,2,4,14
0,27,162,52.4,20.9,3,0,0,10
0,59,199,51.1,17.4,1,2,7,5
0,28,165,101.7,14.6,3,2,3,15
0,59,167,61.5,20.2,2,0,0,16
1,50,198,83.0,16.1,4,0,0,9
0,33,176,69.4,21.8,2,2,2,8
0,57,180,109.0,15.0,5,2,2,7
0,20,160,80.2,22.4,4,2,7,9
0,59,195,58.2,14.7,1,0,0,4
0,44,197,78.9,26.1,1,0,0,4
1,57,167,89.2,20.7,1,2,4,4
0,43,177,75.1,17.7,3,2,6,4
0,48,154,94.3,11.5,1,2,7,4
1,35,152,73.7,20.0,1,1,-5,16
0,54,175,54.5,18.7,1,2,6,8
1,33,178,83.0,12.4,5,1,-2,13
0,46,175,51.9,21.0,3,0,0,7
0,36,179,99.3,24.6,5,0,0,15
1,42,179,76.8,19.7,4,1,-3,15
0,45,180,71.0,22.4,3,2,6,6
1,36,195,90.7,26.6,4,1,-7,5
0,47,196,96.2,14.0,5,1,-3,16
0,50,169,104.9,26.0,2,0,0,10
1,45,153,83.7,22.7,4,2,5,13
1,22,150,63.8,18.3,4,1,-4,5
0,38,172,104.7,16.0,5,0,0,13
1,21,187,94.7,0.0,4,0,0,4
0,21,192,63.5,28.0,3,2,4,9
1,54,179,97.9,25.5,3,0,0,12
1,29,156,54.3,19.1,5,2,2,8
1,22,176,56.8,27.5,5,2,7,8
0,25,153,86.2,0.0,1,2,7,12
1,55,163,109.4,27.0,3,1,-3,15
0,23,177,106.5,18.9,1,1,-7,5
1,28,177,73.9,27.4,4,1,-7,10
0,59,155,78.5,28.6,1,1,-5,12
1,25,153,97.7,0.0,5,1,-7,6
1,34,159,103.9,16.9,4,1,-5,11
1,25,189,89.0,19.1,2,1,-8,15
1,54,171,81.9,15.4,5,2,8,10
0,55,156,101.2,10.1,4,2,3,15
0,39,185,67.1,0.0,3,2,2,13
1,56,197,84.1,0.0,2,1,-6,6
1,41,189,105.4,28.3,3,0,0,11
1,57,172,51.0,24.6,5,0,0,5
0,54,170,59.5,28.4,4,2,2,8
0,59,165,108.8,28.3,4,1,-8,5
1,39,181,75.3,20.7,1,0,0,9
1,22,152,67.5,0.0,2,1,-6,9
1,58,156,107.5,27.8,3,0,0,16
0,34,197,96.6,15.5,1,1,-8,13
1,21,191,93.7,0.0,1,0,0,12
0,42,170,78.3,27.5,1,0,0,16
0,35,150,86.4,28.8,2,1,-8,5
0,56,191,106.3,11.8,4,0,0,12
0,26,170,104.3,28.4,5,1,-6,16
1,33,162,105.9,16.5,4,2,7,16
1,29,181,104.7,0.0,3,1,-4,15
0,37,153,63.0,17.1,1,2,8,12
0,36,181,100.1,18.8,3,0,0,11
1,55,188,95.2,0.0,1,1,-8,9
0,57,187,87.9,0.0,5,0,0,6
1,50,162,92.9,15.2,5,2,6,14
1,55,197,50.1,27.7,3,2,8,12
1,18,200,64.7,23.4,2,2,5,13
0,35,161,55.6,21.4,3,1,-4,14
1,29,173,63.6,12.7,2,1,-6,10
0,20,166,87.2,24.8,4,1,-8,12
0,21,180,73.6,19.0,3,2,3,7
0,48,166,97.7,26.6,3,0,0,8
0,40,160,98.7,22.7,1,0,0,15
0,43,162,104.9,19.2,4,0,0,10
0,22,182,82.7,15.2,1,0,0,8
0,47,172,108.4,0.0,2,2,6,16
0,54,200,59.3,11.7,3,2,2,14
1,49,185,96.5,12.1,2,1,-6,11
0,49,156,59.1,28.1,2,2,6,9
1,21,183,75.5,14.3,4,2,2,7
0,21,153,102.4,18.7,1,0,0,14
1,37,189,108.1,28.7,4,1,-6,11
0,22,155,98.0,12.2,4,1,-3,14
0,55,182,70.8,10.2,3,2,4,5
1,25,168,50.4,22.6,3,1,-6,14
1,22,173,106.8,16.7,5,0,0,16
0,60,189,78.9,24.2,3,0,0,13
1,27,191,56.7,29.8,5,1,-7,12
1,38,172,100.5,20.6,1,1,-8,16
0,47,152,68.0,11.8,4,2,4,6
1,57,193,95.0,0.0,3,1,-8,16
1,18,177,86.2,17.9,5,1,-7,12
1,54,169,99.7,14.4,3,2,7,13
1,40,176,63.4,14.0,2,1,-2,12
0,29,182,102.2,23.2,2,2,7,12
0,28,190,109.8,21.1,1,1,-4,4
0,18,200,71.7,20.6,5,1,-3,14
1,46,169,58.6,28.5,4,1,-2,16
1,41,153,103.0,26.8,1,2,3,14
0,54,150,101.5,21.3,5,2,7,6
1,41,195,64.4,0.0,5,2,3,7
0,39,175,97.2,27.4,3,2,7,5
0,20,198,97.2,20.7,5,1,-5,8
1,24,156,61.4,0.0,3,2,2,9
0,25,168,51.3,26.0,2,1,-2,16
0,41,188,58.7,0.0,4,0,0,5
1,35,171,59.2,0.0,1,0,0,9
1,21,189,78.8,0.0,4,1,-6,5
1,49,197,51.9,25.7,3,1,-7,16
0,28,175,63.4,0.0,2,1,-4,15
0,20,173,109.3,28.3,1,0,0,11
1,39,164,62.9,13.7,1,1,-4,16
0,22,159,68.5,14.6,1,1,-3,5
1,28,177,78.3,17.0,3,0,0,8
1,44,191,97.0,13.3,4,0,0,6
0,48,200,74.2,0.0,4,2,7,5
1,34,177,77.0,19.9,4,0,0,6
0,38,183,77.0,26.3,4,2,4,9
1,54,176,78.5,0.0,5,1,-6,8
1,29,192,78.2,10.6,3,2,7,12
1,39,166,96.9,28.2,4,2,3,7
0,60,191,97.0,10.4,5,1,-2,11
1,20,172,75.1,0.0,1,0,0,6
0,46,200,106.8,14.2,2,0,0,10
1,24,179,74.1,0.0,4,0,0,13
0,41,170,59.3,16.4,5,1,-6,4
0,50,168,56.9,19.9,1,2,3,8
0,52,188,87.6,14.2,4,2,3,7
0,52,158,67.6,12.3,5,0,0,7
0,25,160,91.6,28.8,1,0,0,9
0,56,174,70.0,14.4,5,0,0,5
1,56,189,62.3,22.2,4,2,6,7
0,47,164,74.3,0.0,2,1,-6,16
0,31,182,95.1,26.1,4,0,0,4
0,58,163,71.5,14.1,5,2,3,14
0,35,157,109.9,13.4,4,0,0,7
1,18,158,63.9,27.7,1,0,0,7
1,24,199,99.4,24.4,3,1,-8,9
0,18,157,96.1,29.0,5,2,6,8
0,45,157,100.7,26.5,4,1,-2,12
1,53,179,86.3,22.2,5,0,0,13
0,49,198,79.2,22.0,3,2,8,16
0,26,173,57.4,0.0,5,1,-8,14
1,36,170,103.0,29.6,1,0,0,11
1,51,160,68.5,18.8,1,0,0,4
0,31,179,94.6,24.3,3,1,-3,11
0,48,191,65.6,13.1,4,2,7,8
0,37,155,79.8,16.4,1,1,-5,15
1,37,164,78.6,15.0,3,0,0,14
0,21,164,59.4,14.7,5,2,6,13
0,18,156,94.9,20.9,2,0,0,7
0,26,168,102.9,29.4,4,1,-3,12
1,31,190,104.3,20.6,5,1,-2,5
1,25,191,77.8,0.0,1,2,2,12
1,59,174,78.4,23.5,5,0,0,6
0,42,175,108.8,0.0,1,0,0,14
0,47,185,93.3,11.8,5,2,8,9
1,36,170,52.1,0.0,5,0,0,8
0,27,185,87.1,26.9,1,1,-3,10
0,51,175,92.1,0.0,1,1,-7,12
1,32,186,69.2,0.0,5,1,-6,11
0,49,168,53.5,28.2,1,1,-3,4
0,60,167,62.6,12.6,4,1,-8,12
0,28,156,104.9,10.0,2,1,-5,7
1,39,150,64.5,27.7,2,0,0,16
0,29,169,83.0,0.0,4,2,7,16
1,49,154,89.1,0.0,4,1,-4,6
0,36,172,86.7,27.6,2,2,2,8
0,30,162,103.3,25.2,1,0,0,7
0,53,189,51.2,10.1,2,2,4,12
0,21,160,66.5,26.5,5,0,0,7
0,52,183,74.2,27.3,3,2,3,12
1,50,175,52.7,0.0,4,2,7,15
0,55,196,97.6,14.6,2,1,-6,10
1,33,195,92.8,19.9,2,2,6,16
1,45,184,109.4,15.0,3,0,0,6
0,31,174,89.2,0.0,5,2,2,6
1,33,189,56.5,0.0,4,1,-6,14
0,28,185,69.6,0.0,1,0,0,4
0,57,168,77.0,21.7,5,2,7,6
0,27,173,85.4,25.8,3,0,0,16
0,28,170,85.4,21.6,5,0,0,8
1,23,160,62.5,0.0,2,1,-7,13
1,42,183,56.3,28.2,5,0,0,12
1,48,179,72.0,24.3,5,2,6,13
1,27,199,75.8,24.9,1,2,7,4
0,20,153,75.2,23.1,1,1,-5,12
0,51,176,70.3,24.0,4,0,0,7
0,25,165,60.3,0.0,1,2,3,8
1,49,157,61.5,21.9,5,0,0,10
0,50,181,60.1,17.6,5,1,-3,11
1,34,155,97.9,10.5,4,2,3,9
1,21,160,76.1,24.1,1,0,0,7
0,52,166,82.4,0.0,4,1,-3,9
0,44,191,61.6,0.0,1,2,5,11
1,44,199,87.7,11.5,3,0,0,8
0,57,173,106.4,13.2,2,0,0,12
1,58,184,105.5,24.6,4,2,7,14
0,41,199,54.2,14.2,2,2,4,16
1,21,183,57.8,18.5,5,1,-7,14
1,18,171,67.6,28.3,4,0,0,15
1,42,157,75.6,29.6,2,2,7,15
